id,y
1,79.49088491596805
2,94.25672512850362
3,79.46118242168596
4,79.4541881860135
5,112.08368339540073
8,93.6822780510845
10,111.80228586563759
11,94.3508368073538
12,115.26448602331811
14,94.42428604700285
15,115.26448602331811
16,104.88948191015204
17,95.23066775146486
19,94.40071468010193
20,103.970261107871
21,95.23066775146486
22,115.37879345637171
23,95.23066775146486
26,94.40181843492115
28,94.17809558814794
29,95.23066775146486
33,95.23066775146486
35,94.440652931442
41,95.23066775146486
42,94.15848960443836
43,115.26003787596305
45,102.89342841728842
46,103.65441177486689
51,94.3508368073538
53,79.42412761330176
55,112.22515997196281
56,94.34145680175702
57,103.9890353749122
58,94.47995736271335
59,103.25067808463243
63,111.728226771514
64,94.41370015655632
65,105.58247234913135
69,94.40329742664089
71,94.5307208619898
72,103.9900500613117
73,94.40849670490225
76,103.25067808463243
77,103.71619082076542
78,114.71809240784961
82,94.42759574912193
83,105.58247234913135
84,94.3508368073538
85,104.08092583859198
87,112.06704480124355
88,95.23066775146486
89,111.81008330874248
91,94.33891079951826
93,94.4800057034357
94,103.81061464981929
95,94.24352274502544
96,111.62488882041778
97,93.71433872813827
98,111.84482763604437
99,94.33891079951826
101,103.82221967743837
103,111.81008330874248
104,93.98894973951282
105,111.73910287450623
110,94.4917845155744
111,112.0292956894613
113,111.77192956774024
114,94.34151856688317
115,112.7833445796469
117,111.81008330874248
120,93.92093192546267
121,111.81475698959883
122,93.70908609658527
123,112.20605653825712
126,112.06733298191836
132,111.75958478829453
135,104.41810989514028
137,103.92321881318178
138,94.40071468010193
140,94.34145680175702
142,111.19804616869091
144,112.38744754818872
148,93.67057924233185
149,112.13117288531534
155,94.17132676583176
156,112.08365045827398
157,93.71433872813827
162,111.94814020970375
163,94.48342560739975
167,94.39737700852564
172,115.26003787596305
179,111.95153009995214
180,94.13059851977593
181,111.71286737125197
182,94.41370015655632
183,111.81008330874248
185,111.81008330874248
187,111.75734760263344
188,94.42759574912193
189,94.33891079951826
191,93.93111037356903
192,111.7504970035495
193,94.35604025900787
194,111.72036014229111
195,93.88122383503388
196,111.8013900830482
198,94.4326580531417
199,112.38744754818872
201,103.92075327999915
204,94.40071468010193
205,104.91189504597682
206,94.35604025900787
210,94.3508368073538
211,103.82221967743837
216,111.81696111527704
219,115.26448602331811
220,94.06257591465778
221,111.71286737125197
226,111.71286737125197
227,93.93558269625026
228,112.08365045827398
230,112.22189803174041
231,93.71433872813827
235,115.37879345637171
236,94.34636448467256
238,112.06230626614607
242,104.14342073813516
243,94.33891079951826
244,79.74482027763368
245,110.94179629482902
247,112.05938685658863
248,93.70625265361262
249,94.20750038856995
250,111.78660350269176
251,94.34636448467256
253,115.37879345637171
254,93.82322716653138
256,94.34858657385357
257,93.67865465263482
258,112.81363063753024
259,94.33891079951826
262,79.67010181780316
266,93.87260579011703
267,111.77988630548599
272,103.14773333585832
273,111.81008330874248
275,94.17132676583176
276,113.45675313752982
279,94.6895705457771
280,105.58247234913135
283,93.82696882741952
285,112.08365045827398
288,111.81008330874248
289,94.82965255625834
290,103.93985671370484
291,94.40849670490225
292,111.77141984987095
293,111.72648957417633
296,93.66810329318517
297,111.78010984103993
298,114.71809240784961
299,94.42759574912193
304,93.86734087947173
305,92.34815817476334
306,94.34305478255348
307,111.71286737125197
311,107.37506596933048
313,111.71286737125197
314,93.88122383503388
316,94.35928433736639
324,94.35604025900787
327,94.82965255625834
329,93.87541628977469
330,111.72036014229111
337,103.85779038509874
338,94.39198461930499
339,104.01203086469819
340,94.41370015655632
343,94.21729050074961
345,115.26448602331811
346,94.28517886801345
347,111.77219542370432
349,110.50800529208509
350,94.37425133022907
352,112.09156487560959
353,93.80409172719258
354,79.61244587524581
357,94.30454862567865
358,112.13492708682925
362,111.8086221347685
364,116.53508857683106
365,103.66152534309218
366,94.36114905460825
367,111.80019484891783
368,94.38518558464466
370,79.35920235114476
373,94.48803277301631
377,93.87146756517141
378,111.71444373509038
382,103.25067808463243
384,112.08365045827398
390,94.21599688244778
392,111.85576468179084
393,111.82820648470329
395,94.40849670490225
396,104.03667471083087
399,79.50843794776786
406,111.71286737125197
408,111.71286737125197
409,93.92118792215764
410,79.35099216203587
412,112.55246102004291
413,93.67865465263482
419,94.2600348306227
420,112.14862472595911
421,93.67057924233185
430,103.36853535453197
434,94.3508368073538
436,94.41370015655632
437,94.33814709963794
438,94.17059345555212
439,112.35841247427913
440,94.3508368073538
443,111.81680050594825
446,94.40071468010193
448,94.2600348306227
452,94.35604025900787
453,103.74553551845392
457,103.6675422724597
458,94.3508368073538
459,112.04635539081838
460,103.75281110625656
462,103.8388689010079
464,103.68058898939383
465,115.26448602331811
467,115.88123423586438
471,111.8171885200127
472,79.24887300705606
473,93.8153208989817
475,94.40071468010193
480,94.46862059101365
488,111.76707051071374
490,111.71286737125197
491,103.75335098292291
492,79.41049158941956
493,94.35604025900787
497,94.24360719744823
498,111.74796219540023
499,94.44396263356109
500,103.64923630278835
501,94.3508368073538
502,111.87428410389661
506,79.48284463791086
510,111.7199959125245
511,93.8022210100048
512,93.87541628977469
516,94.19182839542769
518,93.83718588685896
519,111.77219542370432
521,94.2565483597145
522,111.90094002939307
526,112.12399004108278
529,94.35928433736639
532,111.77988630548599
533,94.2600348306227
536,112.24398140518487
537,102.85183665353173
539,94.40849670490225
540,103.80311624373267
541,94.39326099494762
543,94.33891079951826
546,112.14093384417744
547,94.30022349869425
548,79.70391001032539
551,94.34858657385357
552,103.91047185897102
556,103.43690985806356
557,94.4917845155744
558,111.80019484891783
559,94.40518700278317
560,104.72997533935147
562,104.99836093471522
566,94.40070845785563
570,111.74796219540023
571,94.33814709963794
572,105.58247234913135
573,94.42759574912193
575,115.26448602331811
576,112.13156764990893
577,94.37425133022907
579,93.67030077996336
580,111.76224507591961
581,111.75958478829453
589,111.71286737125197
591,103.06874690639029
593,94.45351731962255
594,103.47355985463194
595,94.3508368073538
598,94.30454862567865
602,112.04224679038853
604,112.13117288531534
606,111.14113032036711
608,94.36114905460825
609,103.82221967743837
610,94.3508368073538
616,111.77219542370432
617,94.44916608521515
618,102.99929338654975
620,103.77065339233266
622,111.76196212931563
623,93.68279863567004
624,110.76792036878015
626,111.91813387895242
628,111.77219542370432
629,94.39737700852564
630,112.22189803174041
637,94.40518700278317
638,103.87550902224709
643,94.88988169938008
645,94.46862059101365
646,116.12144939963572
648,94.6153230314429
652,94.39739875573655
653,94.33814709963794
654,111.74796219540023
656,112.08610450899765
657,94.41450809409798
659,94.28918015625949
660,103.77148547799356
663,93.84424980702455
664,112.41910080614818
666,104.12350537898566
668,111.69121411949439
669,94.2758241727233
671,94.46826512943484
675,94.19182839542769
677,94.34305478255348
678,110.94179629482902
679,104.00594326455426
682,94.42559684238172
685,103.92660372981092
687,94.38518558464466
688,93.86519206159252
693,111.77437421800636
696,94.82965255625834
698,94.41559548746554
701,94.74554595415553
704,104.1814101618845
705,115.41933925381497
709,111.82691014837381
710,94.29206820623119
711,103.79514597140624
712,94.46862059101365
714,111.74124499819446
715,93.78880880276938
716,111.71286737125197
717,94.02878363670939
720,115.26448602331811
721,93.93111037356903
724,102.83741875430401
725,94.40071468010193
726,111.72260927409756
728,111.78313344687209
731,93.92093192546267
734,103.79596032817354
738,94.02237560383014
745,111.90099381275232
746,93.87541628977469
751,79.3669513381703
754,94.30454754683713
756,93.83922087600673
758,94.33814709963794
759,111.56633399456857
761,115.37879345637171
